Time,PM10 std,PM25 std,PM 100 std,Temperature,Gas,Pressure,Altitude,Relative Humidity
1676506586,0,1,1,25.1583203125,48333,1012.2862948442366,8.026595555048425,16.2904247007935
1676506587,0,1,1,25.149921875,48333,1012.2871114274416,8.019791703623758,16.290005650228036
1676506588,0,1,1,25.152265625,48333,1012.2894762169794,8.000088070111504,16.29012259095803
1676506589,0,1,1,25.1563671875,48444,1012.2914706541699,7.983470273766676,16.300240526423384
1676506590,0,1,1,25.146796875,48389,1012.2833866583456,8.050826881485843,16.284893545652288
1676506591,0,1,1,25.15109375,48500,1012.2822908776924,8.059957061682002,16.2900641202433
1676506592,0,1,1,25.15578125,48669,1012.2887355375136,8.00625947227592,16.305168229607776
1676506592,0,1,1,25.146796875,48556,1012.2885320057591,8.0079553162168,16.29480613664542
1676506593,0,1,1,25.1501171875,48697,1012.2840211712252,8.045540045201202,16.29497184354603
1676506594,0,1,1,25.15421875,48782,1012.2722945239149,8.143248289642669,16.305090202020086
1676506595,0,1,2,25.1454296875,48782,1012.2638555946868,8.21356332411797,16.304651320027872
1676506596,0,1,2,25.149140625,48838,1012.2720304820307,8.145448338129555,16.304836620954887
1676506597,0,1,2,25.15421875,48981,1012.2740096588236,8.12895746230794,16.305090202020086
1676506598,0,2,2,25.1454296875,48838,1012.2707160388856,8.156400541746605,16.29969450548429
1676506598,0,2,2,25.1489453125,49009,1012.2682602522104,8.176862679167186,16.30482686809951
1676506599,0,2,2,25.1536328125,49038,1012.2644140311613,8.208910292595949,16.314975440287455
1676506600,0,2,2,25.14484375,48924,1012.2594054146904,8.250643404360595,16.29966525608301
1676506601,0,2,2,25.1485546875,49066,1012.2727256360502,8.139656180229274,16.304807362447086
1676506602,0,2,2,25.15265625,49268,1012.2764351525636,8.10874782476809,16.314926647306805
1676506603,0,1,2,25.14328125,49124,1012.277266790511,8.101818481142848,16.314458259440556
1676506604,0,1,2,25.146796875,49412,1012.2799564272407,8.079408018824278,16.31463389963724
1676506604,0,1,2,25.151484375,49500,1012.2881162451006,8.0114194703465,16.319825638814287
1676506605,0,1,2,25.141328125,49354,1012.2893027777712,8.001533179516896,16.309403495549933
1676506606,0,1,2,25.1438671875,49587,1012.3022982826758,7.8932541448078215,16.3144875323689
1676506607,0,1,2,25.1469921875,49587,1012.2957324672216,7.947960624974892,16.319601138734196
1676506608,0,1,2,25.136640625,49442,1012.2880032207156,8.012361199591776,16.324041406578367
1676506609,0,1,2,25.138984375,49675,1012.2835077244582,8.049818144121868,16.309286439912388
1676506610,0,1,2,25.14171875,49705,1012.2745468534032,8.124481459849259,16.319337608298415
1676506610,0,1,1,25.1317578125,49705,1012.2726429834094,8.140344857865601,16.308925535996227
1676506611,0,1,1,25.135078125,49822,1012.2732776496306,8.135056698477603,16.309091353407652
1676506612,0,1,1,25.13859375,49941,1012.27596735913,8.11264555831926,16.31422408231773
1676506613,0,1,1,25.129609375,49822,1012.2723331805894,8.142926194727268,16.303861431674598
1676506614,0,1,1,25.131953125,50000,1012.2661226777451,8.194673437429493,16.30893528980599
1676506615,0,1,1,25.1360546875,50060,1012.2698323607063,8.163763531845449,16.30418322263918
1676506616,0,1,1,25.12765625,49822,1012.27236335527,8.142674773438953,16.298807351487277
1676506617,0,1,1,25.13234375,50149,1012.278808197759,8.088975235613256,16.30895479748387
1676506617,0,1,1,25.1344921875,50239,1012.2808330798371,8.072103626477013,16.3041052107637
1676506618,0,1,2,25.1255078125,50179,1012.2789137487525,8.08809576885525,16.2987001239987
1676506619,0,1,2,25.128046875,50269,1012.2781885427609,8.094138295772243,16.30378342493308
1676506620,0,1,2,25.131171875,50299,1012.2887737357389,8.005941201433616,16.303939439660727
